seed,decision_index,event,ready_total,considered_count,ready_not_evaluated,active_occupied_slot,stranded,stranded_not_considered,waiting_resolves_never_considered,excluded_then_chosen_within_two,has_resolve_only_candidate,pose_x_m,pose_y_m,current_channel,active_channel,mode,chosen_cost_s,candidate_costs,required_lower_size,effective_resolve_steps,chosen_sequence
20260911,66,belief_updated,10,3,7,True,"[8, 11]",[],"['Resolve ch10', 'Resolve ch12', 'Resolve ch6', 'Resolve ch13', 'Resolve ch2', 'Resolve ch4', 'Resolve ch9']",[],False,1712.5,272.5,11,11,advance_feasible,323.7336190646738,Resolve ch11 -> Advance V2=infeasible; Resolve ch8 -> Advance V2=infeasible; Resolve ch15 -> Advance V2=infeasible; Resolve ch11 -> Resolve ch8 -> Advance V2=325.71649361222495; Resolve ch11 -> Resolve ch15 -> Advance V2=infeasible; Resolve ch8 -> Resolve ch11 -> Advance V2=323.7336190646738; Resolve ch8 -> Resolve ch15 -> Advance V2=infeasible; Resolve ch15 -> Resolve ch11 -> Advance V2=infeasible; Resolve ch15 -> Resolve ch8 -> Advance V2=infeasible,2,2,Resolve ch8 -> Resolve ch11 -> Advance V2
20260911,69,belief_updated,9,2,7,False,[8],[],"['Resolve ch10', 'Resolve ch12', 'Resolve ch6', 'Resolve ch13', 'Resolve ch2', 'Resolve ch4', 'Resolve ch9']",[],False,1715.0,280.0,11,11,advance_feasible,317.15248023458963,Resolve ch8 -> Advance V2=317.15248023458963; Resolve ch15 -> Advance V2=infeasible; Resolve ch8 -> Resolve ch15 -> Advance V2=323.15248023458963; Resolve ch15 -> Resolve ch8 -> Advance V2=323.15248023458963,1,1,Resolve ch8 -> Advance V2
20260911,72,active_completed,9,2,7,False,[8],[],"['Resolve ch10', 'Resolve ch12', 'Resolve ch6', 'Resolve ch13', 'Resolve ch2', 'Resolve ch4', 'Resolve ch9']",[],False,1715.0,280.0,11,,advance_feasible,317.15248023458963,Resolve ch8 -> Advance V2=317.15248023458963; Resolve ch15 -> Advance V2=infeasible; Resolve ch8 -> Resolve ch15 -> Advance V2=323.15248023458963; Resolve ch15 -> Resolve ch8 -> Advance V2=323.15248023458963,1,1,Resolve ch8 -> Advance V2
20260911,74,select_active,9,2,7,False,[8],[],"['Resolve ch10', 'Resolve ch12', 'Resolve ch6', 'Resolve ch13', 'Resolve ch2', 'Resolve ch4', 'Resolve ch9']",[],False,1715.0,280.0,11,,advance_feasible,317.15248023458963,Resolve ch8 -> Advance V2=317.15248023458963; Resolve ch15 -> Advance V2=infeasible; Resolve ch8 -> Resolve ch15 -> Advance V2=323.15248023458963; Resolve ch15 -> Resolve ch8 -> Advance V2=323.15248023458963,1,1,Resolve ch8 -> Advance V2
20260911,78,belief_updated,9,2,7,True,[8],[],"['Resolve ch10', 'Resolve ch12', 'Resolve ch6', 'Resolve ch13', 'Resolve ch2', 'Resolve ch4', 'Resolve ch9']",[],False,1715.0,280.0,8,8,advance_feasible,341.2269709961076,Resolve ch8 -> Advance V2=341.2269709961076; Resolve ch15 -> Advance V2=infeasible; Resolve ch8 -> Resolve ch15 -> Advance V2=574.6064222268049; Resolve ch15 -> Resolve ch8 -> Advance V2=348.2269709961076,1,1,Resolve ch8 -> Advance V2
20260911,81,belief_updated,9,2,7,True,[8],[],"['Resolve ch10', 'Resolve ch12', 'Resolve ch6', 'Resolve ch13', 'Resolve ch2', 'Resolve ch4', 'Resolve ch9']",[],False,1085.3511621616685,323.2844796681631,8,8,advance_feasible,214.99999999999994,Resolve ch8 -> Advance V2=214.99999999999994; Resolve ch15 -> Advance V2=infeasible; Resolve ch8 -> Resolve ch15 -> Advance V2=220.99999999999994; Resolve ch15 -> Resolve ch8 -> Advance V2=401.9999999999999,1,1,Resolve ch8 -> Advance V2
20260911,84,belief_updated,8,2,6,True,[8],[],"['Resolve ch10', 'Resolve ch12', 'Resolve ch6', 'Resolve ch13', 'Resolve ch2', 'Resolve ch4', 'Resolve ch9']",[],False,988.9330207086878,438.1911461360098,8,8,advance_feasible,315.5044047819624,Resolve ch8 -> Advance V2=315.5044047819624; Resolve ch15 -> Advance V2=infeasible; Resolve ch8 -> Resolve ch15 -> Advance V2=345.87012743191906; Resolve ch15 -> Resolve ch8 -> Advance V2=435.82413808286225,1,1,Resolve ch8 -> Advance V2
20260911,87,belief_updated,8,2,6,True,[8],[],"['Resolve ch10', 'Resolve ch12', 'Resolve ch6', 'Resolve ch13', 'Resolve ch2', 'Resolve ch4', 'Resolve ch9']",[],False,1367.5,842.5,8,8,advance_feasible,205.4070993143083,Resolve ch8 -> Advance V2=205.4070993143083; Resolve ch15 -> Advance V2=infeasible; Resolve ch8 -> Resolve ch15 -> Advance V2=213.89148537662115; Resolve ch15 -> Resolve ch8 -> Advance V2=211.4070993143083,1,1,Resolve ch8 -> Advance V2
20260911,90,belief_updated,7,1,6,False,[],[],"['Resolve ch10', 'Resolve ch12', 'Resolve ch6', 'Resolve ch13', 'Resolve ch2', 'Resolve ch4', 'Resolve ch9']",[],False,1365.0,850.0,8,8,advance_feasible,198.8259604842241,Advance V2=198.8259604842241; Resolve ch15 -> Advance V2=204.8259604842241,0,0,Advance V2
20260911,93,active_completed,7,1,6,False,[],[],"['Resolve ch10', 'Resolve ch12', 'Resolve ch6', 'Resolve ch13', 'Resolve ch2', 'Resolve ch4', 'Resolve ch9']",[],False,1365.0,850.0,8,,advance_feasible,198.8259604842241,Advance V2=198.8259604842241; Resolve ch15 -> Advance V2=204.8259604842241,0,0,Advance V2
20260911,95,select_active,7,1,6,False,[],[],"['Resolve ch10', 'Resolve ch12', 'Resolve ch6', 'Resolve ch13', 'Resolve ch2', 'Resolve ch4', 'Resolve ch9']",[],False,1365.0,850.0,8,,advance_feasible,198.8259604842241,Advance V2=198.8259604842241; Resolve ch15 -> Advance V2=204.8259604842241,0,0,Advance V2
20260911,109,active_completed,8,2,6,False,[15],[],"['Resolve ch12', 'Resolve ch6', 'Resolve ch13', 'Resolve ch2', 'Resolve ch4', 'Resolve ch9']",[],False,410.42417199080256,1127.63114494309,20,,advance_feasible,386.355678121618,Resolve ch15 -> Advance V3=386.355678121618; Resolve ch10 -> Advance V3=infeasible; Resolve ch15 -> Resolve ch10 -> Advance V3=431.77963961879914; Resolve ch10 -> Resolve ch15 -> Advance V3=392.355678121618,1,1,Resolve ch15 -> Advance V3
20260911,111,select_active,8,2,6,False,[15],[],"['Resolve ch12', 'Resolve ch6', 'Resolve ch13', 'Resolve ch2', 'Resolve ch4', 'Resolve ch9']",[],False,410.42417199080256,1127.63114494309,20,,advance_feasible,386.355678121618,Resolve ch15 -> Advance V3=386.355678121618; Resolve ch10 -> Advance V3=infeasible; Resolve ch15 -> Resolve ch10 -> Advance V3=431.77963961879914; Resolve ch10 -> Resolve ch15 -> Advance V3=392.355678121618,1,1,Resolve ch15 -> Advance V3
20260911,115,belief_updated,8,2,6,True,[15],[],"['Resolve ch12', 'Resolve ch6', 'Resolve ch13', 'Resolve ch2', 'Resolve ch4', 'Resolve ch9']",[],False,672.5,762.5,15,15,advance_feasible,334.8898198093995,Resolve ch15 -> Advance V3=334.8898198093995; Resolve ch10 -> Advance V3=infeasible; Resolve ch15 -> Resolve ch10 -> Advance V3=481.2454979310176; Resolve ch10 -> Resolve ch15 -> Advance V3=341.8898198093995,1,1,Resolve ch15 -> Advance V3
20260911,118,belief_updated,8,2,6,True,[15],[],"['Resolve ch12', 'Resolve ch6', 'Resolve ch13', 'Resolve ch2', 'Resolve ch4', 'Resolve ch9']",[],False,410.42417199080256,1127.63114494309,15,15,advance_feasible,342.9806562238939,Resolve ch15 -> Advance V3=342.9806562238939; Resolve ch10 -> Advance V3=infeasible; Resolve ch15 -> Resolve ch10 -> Advance V3=382.71782051495006; Resolve ch10 -> Resolve ch15 -> Advance V3=349.9806562238939,1,1,Resolve ch15 -> Advance V3
20260911,122,belief_updated,7,1,6,False,[],[],"['Resolve ch12', 'Resolve ch6', 'Resolve ch13', 'Resolve ch2', 'Resolve ch4', 'Resolve ch9']",[],False,587.5,850.0,15,15,advance_feasible,272.1217459664188,Advance V3=272.1217459664188; Resolve ch10 -> Advance V3=278.1217459664188,0,0,Advance V3
20260911,125,active_completed,7,1,6,False,[],[],"['Resolve ch12', 'Resolve ch6', 'Resolve ch13', 'Resolve ch2', 'Resolve ch4', 'Resolve ch9']",[],False,587.5,850.0,15,,advance_feasible,272.1217459664188,Advance V3=272.1217459664188; Resolve ch10 -> Advance V3=278.1217459664188,0,0,Advance V3
20260911,127,select_active,7,1,6,False,[],[],"['Resolve ch12', 'Resolve ch6', 'Resolve ch13', 'Resolve ch2', 'Resolve ch4', 'Resolve ch9']",[],False,587.5,850.0,15,,advance_feasible,272.1217459664188,Advance V3=272.1217459664188; Resolve ch10 -> Advance V3=278.1217459664188,0,0,Advance V3
20260911,141,active_completed,8,3,5,False,"[7, 10]",[],"['Resolve ch6', 'Resolve ch13', 'Resolve ch2', 'Resolve ch4', 'Resolve ch9']",[],False,-771.3451316238468,919.253331742774,20,,advance_feasible,252.00000000000006,Resolve ch10 -> Advance V4=infeasible; Resolve ch7 -> Advance V4=infeasible; Resolve ch12 -> Advance V4=infeasible; Resolve ch10 -> Resolve ch7 -> Advance V4=252.00000000000006; Resolve ch10 -> Resolve ch12 -> Advance V4=infeasible; Resolve ch7 -> Resolve ch10 -> Advance V4=372.0000000000001; Resolve ch7 -> Resolve ch12 -> Advance V4=infeasible; Resolve ch12 -> Resolve ch10 -> Advance V4=infeasible; Resolve ch12 -> Resolve ch7 -> Advance V4=infeasible,2,2,Resolve ch10 -> Resolve ch7 -> Advance V4
20260911,143,select_active,8,3,5,False,"[7, 10]",[],"['Resolve ch6', 'Resolve ch13', 'Resolve ch2', 'Resolve ch4', 'Resolve ch9']",[],False,-771.3451316238468,919.253331742774,20,,advance_feasible,252.00000000000006,Resolve ch10 -> Advance V4=infeasible; Resolve ch7 -> Advance V4=infeasible; Resolve ch12 -> Advance V4=infeasible; Resolve ch10 -> Resolve ch7 -> Advance V4=252.00000000000006; Resolve ch10 -> Resolve ch12 -> Advance V4=infeasible; Resolve ch7 -> Resolve ch10 -> Advance V4=372.0000000000001; Resolve ch7 -> Resolve ch12 -> Advance V4=infeasible; Resolve ch12 -> Resolve ch10 -> Advance V4=infeasible; Resolve ch12 -> Resolve ch7 -> Advance V4=infeasible,2,2,Resolve ch10 -> Resolve ch7 -> Advance V4
20260911,147,belief_updated,8,3,5,True,"[7, 10]",[],"['Resolve ch6', 'Resolve ch13', 'Resolve ch2', 'Resolve ch4', 'Resolve ch9']",[],False,-771.3451316238468,919.253331742774,10,10,advance_feasible,251.00000000000003,Resolve ch10 -> Advance V4=infeasible; Resolve ch7 -> Advance V4=infeasible; Resolve ch12 -> Advance V4=infeasible; Resolve ch10 -> Resolve ch7 -> Advance V4=251.00000000000003; Resolve ch10 -> Resolve ch12 -> Advance V4=infeasible; Resolve ch7 -> Resolve ch10 -> Advance V4=312.0; Resolve ch7 -> Resolve ch12 -> Advance V4=infeasible; Resolve ch12 -> Resolve ch10 -> Advance V4=infeasible; Resolve ch12 -> Resolve ch7 -> Advance V4=infeasible,2,2,Resolve ch10 -> Resolve ch7 -> Advance V4
20260911,150,belief_updated,8,3,5,True,"[7, 10]",[],"['Resolve ch6', 'Resolve ch13', 'Resolve ch2', 'Resolve ch4', 'Resolve ch9']",[],False,-822.6481531226972,778.2994386248877,10,10,advance_feasible,221.00000000000003,Resolve ch10 -> Advance V4=infeasible; Resolve ch7 -> Advance V4=infeasible; Resolve ch12 -> Advance V4=infeasible; Resolve ch10 -> Resolve ch7 -> Advance V4=221.00000000000003; Resolve ch10 -> Resolve ch12 -> Advance V4=infeasible; Resolve ch7 -> Resolve ch10 -> Advance V4=222.00000000000003; Resolve ch7 -> Resolve ch12 -> Advance V4=infeasible; Resolve ch12 -> Resolve ch10 -> Advance V4=infeasible; Resolve ch12 -> Resolve ch7 -> Advance V4=infeasible,2,2,Resolve ch10 -> Resolve ch7 -> Advance V4
20260911,153,belief_updated,8,3,5,True,"[7, 10]",[],"['Resolve ch6', 'Resolve ch13', 'Resolve ch2', 'Resolve ch4', 'Resolve ch9']",[],False,-873.9511746215476,637.3455455070015,10,10,advance_feasible,196.9101221207564,Resolve ch10 -> Advance V4=infeasible; Resolve ch7 -> Advance V4=infeasible; Resolve ch12 -> Advance V4=infeasible; Resolve ch10 -> Resolve ch7 -> Advance V4=230.17022553286918; Resolve ch10 -> Resolve ch12 -> Advance V4=infeasible; Resolve ch7 -> Resolve ch10 -> Advance V4=196.9101221207564; Resolve ch7 -> Resolve ch12 -> Advance V4=infeasible; Resolve ch12 -> Resolve ch10 -> Advance V4=infeasible; Resolve ch12 -> Resolve ch7 -> Advance V4=infeasible,2,2,Resolve ch7 -> Resolve ch10 -> Advance V4
20260911,156,belief_updated,7,2,5,False,[7],[],"['Resolve ch6', 'Resolve ch13', 'Resolve ch2', 'Resolve ch4', 'Resolve ch9']",[],False,-835.0,547.5,10,10,advance_feasible,172.32500935432182,Resolve ch7 -> Advance V4=172.32500935432182; Resolve ch12 -> Advance V4=infeasible; Resolve ch7 -> Resolve ch12 -> Advance V4=178.32500935432182; Resolve ch12 -> Resolve ch7 -> Advance V4=178.32500935432182,1,1,Resolve ch7 -> Advance V4
20260911,159,active_completed,7,2,5,False,[7],[],"['Resolve ch6', 'Resolve ch13', 'Resolve ch2', 'Resolve ch4', 'Resolve ch9']",[],False,-835.0,547.5,10,,advance_feasible,172.32500935432182,Resolve ch7 -> Advance V4=172.32500935432182; Resolve ch12 -> Advance V4=infeasible; Resolve ch7 -> Resolve ch12 -> Advance V4=178.32500935432182; Resolve ch12 -> Resolve ch7 -> Advance V4=178.32500935432182,1,1,Resolve ch7 -> Advance V4
20260911,161,select_active,7,2,5,False,[7],[],"['Resolve ch6', 'Resolve ch13', 'Resolve ch2', 'Resolve ch4', 'Resolve ch9']",[],False,-835.0,547.5,10,,advance_feasible,172.32500935432182,Resolve ch7 -> Advance V4=172.32500935432182; Resolve ch12 -> Advance V4=infeasible; Resolve ch7 -> Resolve ch12 -> Advance V4=178.32500935432182; Resolve ch12 -> Resolve ch7 -> Advance V4=178.32500935432182,1,1,Resolve ch7 -> Advance V4
20260911,165,belief_updated,7,2,5,True,[],[],"['Resolve ch6', 'Resolve ch13', 'Resolve ch2', 'Resolve ch4', 'Resolve ch9']",[],False,-835.0,547.5,7,7,advance_feasible,166.32500935432182,Advance V4=166.32500935432182; Resolve ch12 -> Advance V4=172.32500935432182; Resolve ch7 -> Advance V4=175.74404310914755; Resolve ch12 -> Resolve ch7 -> Advance V4=182.74404310914755; Resolve ch7 -> Resolve ch12 -> Advance V4=218.81309557261687,0,0,Advance V4
20260911,168,belief_updated,7,2,5,True,[],[],"['Resolve ch6', 'Resolve ch13', 'Resolve ch2', 'Resolve ch4', 'Resolve ch9']",[],False,-925.2541961203979,496.3916523891152,7,7,advance_feasible,150.00000000000003,Advance V4=150.00000000000003; Resolve ch12 -> Advance V4=156.00000000000003; Resolve ch7 -> Advance V4=155.00000000000003; Resolve ch12 -> Resolve ch7 -> Advance V4=162.00000000000003; Resolve ch7 -> Resolve ch12 -> Advance V4=221.00000000000006,0,0,Advance V4
20260911,171,belief_updated,7,2,5,True,[],[],"['Resolve ch6', 'Resolve ch13', 'Resolve ch2', 'Resolve ch4', 'Resolve ch9']",[],False,-976.5572176192483,355.43775927122897,7,7,advance_feasible,120.00000000000003,Advance V4=120.00000000000003; Resolve ch12 -> Advance V4=126.00000000000003; Resolve ch7 -> Advance V4=125.00000000000001; Resolve ch12 -> Resolve ch7 -> Advance V4=132.0; Resolve ch7 -> Resolve ch12 -> Advance V4=191.00000000000006,0,0,Advance V4
20260911,174,belief_updated,7,2,5,True,[],[],"['Resolve ch6', 'Resolve ch13', 'Resolve ch2', 'Resolve ch4', 'Resolve ch9']",[],False,-1027.8602391180987,214.48386615334266,7,7,advance_feasible,90.0,Advance V4=90.0; Resolve ch12 -> Advance V4=96.0; Resolve ch7 -> Advance V4=95.0; Resolve ch12 -> Resolve ch7 -> Advance V4=102.0; Resolve ch7 -> Resolve ch12 -> Advance V4=160.99999999999997,0,0,Advance V4
20260911,177,belief_updated,7,2,5,True,[],[],"['Resolve ch6', 'Resolve ch13', 'Resolve ch2', 'Resolve ch4', 'Resolve ch9']",[],False,-1079.163260616949,73.52997303545646,7,7,advance_feasible,60.000000000000014,Advance V4=60.000000000000014; Resolve ch12 -> Advance V4=66.00000000000001; Resolve ch7 -> Advance V4=260.34442553832764; Resolve ch12 -> Resolve ch7 -> Advance V4=267.34442553832764; Resolve ch7 -> Resolve ch12 -> Advance V4=316.5362531219767,0,0,Advance V4
20260911,180,belief_updated,7,2,5,True,[],[],"['Resolve ch6', 'Resolve ch13', 'Resolve ch2', 'Resolve ch4', 'Resolve ch9']",[],False,-1670.0,240.0,7,7,advance_feasible,132.57629897733932,Advance V4=132.57629897733932; Resolve ch12 -> Advance V4=138.57629897733932; Resolve ch7 -> Advance V4=142.5104346698311; Resolve ch12 -> Resolve ch7 -> Advance V4=148.5104346698311; Resolve ch7 -> Resolve ch12 -> Advance V4=149.65906150763755,0,0,Advance V4
20260911,183,belief_updated,6,1,5,False,[],[],"['Resolve ch6', 'Resolve ch13', 'Resolve ch2', 'Resolve ch4', 'Resolve ch9']",[],False,-1685.0,237.5,7,7,advance_feasible,134.469053404682,Advance V4=134.469053404682; Resolve ch12 -> Advance V4=140.469053404682,0,0,Advance V4
20260911,186,active_completed,6,1,5,False,[],[],"['Resolve ch6', 'Resolve ch13', 'Resolve ch2', 'Resolve ch4', 'Resolve ch9']",[],False,-1685.0,237.5,7,,advance_feasible,134.469053404682,Advance V4=134.469053404682; Resolve ch12 -> Advance V4=140.469053404682,0,0,Advance V4
20260911,188,select_active,6,1,5,False,[],[],"['Resolve ch6', 'Resolve ch13', 'Resolve ch2', 'Resolve ch4', 'Resolve ch9']",[],False,-1685.0,237.5,7,,advance_feasible,134.469053404682,Advance V4=134.469053404682; Resolve ch12 -> Advance V4=140.469053404682,0,0,Advance V4
20260911,201,active_completed,7,3,4,False,"[1, 12]",[],"['Resolve ch13', 'Resolve ch2', 'Resolve ch4', 'Resolve ch9']",[],False,-1181.7693036146497,-208.37781320031604,20,,advance_feasible,343.79622727176763,Resolve ch1 -> Advance V5=infeasible; Resolve ch12 -> Advance V5=infeasible; Resolve ch6 -> Advance V5=infeasible; Resolve ch1 -> Resolve ch12 -> Advance V5=373.7514994934189; Resolve ch1 -> Resolve ch6 -> Advance V5=infeasible; Resolve ch12 -> Resolve ch1 -> Advance V5=343.79622727176763; Resolve ch12 -> Resolve ch6 -> Advance V5=infeasible; Resolve ch6 -> Resolve ch1 -> Advance V5=infeasible; Resolve ch6 -> Resolve ch12 -> Advance V5=infeasible,2,2,Resolve ch12 -> Resolve ch1 -> Advance V5
